"Other Crops: Volume of Production, by Region and by Province, by Quarter and Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Manguelas (June Plum),..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0.46,0,0.46,0.45,0,0.45,0.44,0.17,0.61
Manguelas (June Plum),..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Manguelas (June Plum),..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manguelas (June Plum),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02
Sampinit (Wild Raspberry),..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION IV-A (CALABARZON),0,0,0,0,0,0,0.05,0,0.05,0.04,0,0.04,0.03,0,0.03
Sampinit (Wild Raspberry),..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Sampinit (Wild Raspberry),..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sampinit (Wild Raspberry),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle Fruit,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.66
Miracle Fruit,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,3.31,3.31
Miracle Fruit,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,1.59,1.59
Miracle Fruit,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.08
Miracle Fruit,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle Fruit,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18
Miracle Fruit,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,12.77
Miracle Fruit,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.07,0.07
Miracle Fruit,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,2.61,2.61
Miracle Fruit,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.12,3.09,3.21
Miracle Fruit,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.65,0.65
Miracle Fruit,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle Fruit,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,5.9
Miracle Fruit,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,6.5,4.99,11.49
Miracle Fruit,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,3.3,3.3,0.32,3.98,4.3
Miracle Fruit,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.87,0.9
Miracle Fruit,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54
Mulberry,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.26
Mulberry,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08
Mulberry,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02
Mulberry,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
Mulberry,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Mulberry,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06
Mulberry,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11
Mulberry,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39
Mulberry,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.11,0.42,0.53
Mulberry,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01
Mulberry,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01
Asparagus,..REGION III (CENTRAL LUZON),6.26,9.59,15.85,5.78,10.25,16.03,5.29,5.93,11.22,5.39,6.35,11.74,5.65,6.15,11.8
Asparagus,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
Asparagus,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION VI (WESTERN VISAYAS),0.41,0.63,1.04,0.38,0.62,1,0.36,0.56,0.92,0.35,0.62,0.97,0.32,0.2,0.52
Asparagus,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,2.87,1.26,4.13
Asparagus,..REGION VII (CENTRAL VISAYAS),0.82,0.14,0.96,1.27,0.19,1.46,3.09,1.54,4.63,4.26,1.66,5.93,0.1,0.03,0.13
Asparagus,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION X (NORTHERN MINDANAO),0.71,1.01,1.72,0.61,0.9,1.51,0.6,0.85,1.45,0,0.5,0.5,0.36,0.4,0.76
Asparagus,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..REGION XII (SOCCSKSARGEN),514.08,522.4,1036.48,427,420,847,315,275.66,590.66,324.26,282.55,606.81,201.66,185.37,387.04
Asparagus,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ampalaya fruit [Bitter gourd],..CORDILLERA ADMINISTRATIVE REGION (CAR),311.83,113.37,425.2,301.3,114.21,415.51,305.97,116.92,422.89,301.24,102.18,403.42,227.91,110.81,338.72
Ampalaya fruit [Bitter gourd],..REGION I (ILOCOS REGION),7039.64,3481.54,10521.17,7021.96,3378.15,10400.11,7302.31,3529.12,10831.42,7534.32,3392.94,10927.26,7422.61,3366.94,10789.55
Ampalaya fruit [Bitter gourd],..REGION II (CAGAYAN VALLEY),3654.36,1519.23,5173.6,3724.36,1475.6,5199.96,3790.02,1323.37,5113.39,3942.47,1380.68,5323.15,3785.06,1011.21,4796.27
Ampalaya fruit [Bitter gourd],..REGION III (CENTRAL LUZON),20013.12,5537.21,25550.32,21084.53,5468.82,26553.35,21613.25,5040.83,26654.08,22018.85,5090.81,27109.66,21650.38,5424.28,27074.66
Ampalaya fruit [Bitter gourd],..REGION IV-A (CALABARZON),6572.57,12934.98,19507.55,6283.47,12577.13,18860.6,6475.16,12625.8,19100.97,6529.31,11217.27,17746.58,5892.4,9660.87,15553.27
Ampalaya fruit [Bitter gourd],..MIMAROPA REGION,1030.73,481.03,1511.76,1083.95,454.73,1538.68,1038.61,447.95,1486.56,1115.68,396.23,1511.91,947.17,333.49,1280.66
Ampalaya fruit [Bitter gourd],..REGION V (BICOL REGION),1886.21,1046.61,2932.81,2057.72,1115.85,3173.58,1892.03,1080.13,2972.16,2042.44,1069.06,3111.5,1527.47,916,2443.48
Ampalaya fruit [Bitter gourd],..REGION VI (WESTERN VISAYAS),1767.54,1493.11,3260.65,1806.09,1437.49,3243.58,1719.55,1400.12,3119.67,1754.78,1427.41,3182.19,1395.78,1143.88,2539.66
Ampalaya fruit [Bitter gourd],..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,487.77,1111.9,1599.67
Ampalaya fruit [Bitter gourd],..REGION VII (CENTRAL VISAYAS),777.99,2557.02,3335.01,803.15,2458.44,3261.59,701.91,2583.94,3285.85,766.64,2632.84,3399.48,406.77,1413.59,1820.37
Ampalaya fruit [Bitter gourd],..REGION VIII (EASTERN VISAYAS),516.45,525.41,1041.86,533.88,540.37,1074.26,488.96,535.01,1023.96,517.7,808.26,1325.97,535.03,979.57,1514.6
Ampalaya fruit [Bitter gourd],..REGION IX (ZAMBOANGA PENINSULA),2354.19,2968.54,5322.73,2369.22,3037.35,5406.57,2406.4,3091.77,5498.17,2394.27,3629.14,6023.41,2132.3,3481.7,5614
Ampalaya fruit [Bitter gourd],..REGION X (NORTHERN MINDANAO),871.17,2293.08,3164.25,891.7,2191.76,3083.46,956.15,2291.12,3247.27,902.27,2242.25,3144.52,1005.29,2178.09,3183.38
Ampalaya fruit [Bitter gourd],..REGION XI (DAVAO REGION),1167.74,1783.44,2951.18,1162.85,1747.94,2910.79,1155.52,1712.07,2867.59,1162.9,1766.09,2929,1115.46,1731.79,2847.25
Ampalaya fruit [Bitter gourd],..REGION XII (SOCCSKSARGEN),264.24,900.11,1164.35,288.76,821.1,1109.86,287.99,701.61,989.6,317.49,668.61,986.1,372.81,652.21,1025.02
Ampalaya fruit [Bitter gourd],..REGION XIII (CARAGA),582.79,1009.77,1592.56,593.68,1034.54,1628.22,581.08,1120.83,1701.91,590.2,970.74,1560.94,536.31,914.33,1450.64
Ampalaya fruit [Bitter gourd],..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,116.2,233.07,349.27,118.6,236.73,355.33,121.09,238.6,359.69,121.86,243.21,365.07,115.58,1289.54,1405.12
Broccoli,..CORDILLERA ADMINISTRATIVE REGION (CAR),1672.44,620.36,2292.8,1856.96,613.09,2470.05,2225.64,618.41,2844.05,1973.47,742.8,2716.27,7571.68,3214.49,10786.17
Broccoli,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli,..REGION II (CAGAYAN VALLEY),2.74,21.26,24,7.08,18.08,25.16,6.68,22.74,29.42,7.19,23.26,30.45,8.76,49.12,57.88
Broccoli,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli,..REGION VI (WESTERN VISAYAS),5.5,3.76,9.25,4.28,3.39,7.67,4.08,3.8,7.88,3.95,4.02,7.97,2.98,3.24,6.22
Broccoli,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,49.05,20.31,69.36
Broccoli,..REGION VII (CENTRAL VISAYAS),76.64,23.98,100.62,70.39,21.4,91.79,48.96,14.18,63.14,57.93,26.66,84.59,0.88,0,0.88
Broccoli,..REGION VIII (EASTERN VISAYAS),0,0.22,0.22,0,0,0,0,0,0,0,0.07,0.07,0,0,0
Broccoli,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli,..REGION X (NORTHERN MINDANAO),290.76,594.5,885.26,286.75,596.33,883.08,274.14,617.38,891.52,256.09,633.05,889.14,606.46,656.37,1262.83
Broccoli,..REGION XI (DAVAO REGION),10.33,10.5,20.83,10.34,10.38,20.72,10,11.07,21.07,10.2,6.5,16.7,10.03,10.72,20.75
Broccoli,..REGION XII (SOCCSKSARGEN),2.63,3.74,6.37,2.8,6.07,8.87,2.45,4.71,7.16,2.72,4.96,7.68,0.78,5.1,5.88
Broccoli,..REGION XIII (CARAGA),0,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0
Broccoli,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabbage,..CORDILLERA ADMINISTRATIVE REGION (CAR),42802.23,58322.14,101124.37,42126.89,53415.29,95542.18,38708.25,53232.7,91940.95,38683.02,58717.3,97400.32,37872.37,61199.48,99071.85
Cabbage,..REGION I (ILOCOS REGION),2842.62,436.84,3279.46,2884.43,314.71,3199.14,2834.66,388.67,3223.33,2849.04,402.81,3251.85,2940.8,390.27,3331.06
Cabbage,..REGION II (CAGAYAN VALLEY),1005.6,367.62,1373.22,1084.41,348.6,1433.01,1242.98,366.79,1609.77,1441.84,443.08,1884.92,2705.74,3223.08,5928.82
Cabbage,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabbage,..REGION IV-A (CALABARZON),424.46,91.75,516.21,433.72,88.21,521.93,723.34,149.97,873.31,732.68,145.68,878.36,819.13,188.63,1007.76
Cabbage,..MIMAROPA REGION,25.29,0,25.29,4.55,0,4.55,3.76,0,3.76,4.54,0,4.54,1.2,0,1.2
Cabbage,..REGION V (BICOL REGION),41.11,48.49,89.6,38.67,37.12,75.79,38.8,29.66,68.46,32.65,10.8,43.45,5.53,9.28,14.81
Cabbage,..REGION VI (WESTERN VISAYAS),307.22,174.11,481.33,327.64,187.15,514.79,347.27,193.43,540.7,366.32,191.19,557.51,324.31,58.16,382.47
Cabbage,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,2034.42,783,2817.41
Cabbage,..REGION VII (CENTRAL VISAYAS),3266.47,4791.42,8057.89,3476.36,4518.89,7995.25,3468.14,5277.33,8745.47,3620.21,6077.62,9697.83,4347.69,4200.97,8548.65
Cabbage,..REGION VIII (EASTERN VISAYAS),38.87,67.01,105.88,39.05,73.79,112.84,47.03,71.13,118.16,21.9,57.86,79.76,21.72,54.46,76.18
Cabbage,..REGION IX (ZAMBOANGA PENINSULA),174.49,598.69,773.18,171.58,603.4,774.98,172.42,629.12,801.54,170.83,568.88,739.71,161.08,510.26,671.34
Cabbage,..REGION X (NORTHERN MINDANAO),1373.06,6354.26,7727.32,1393.15,6459.31,7852.46,1397.24,5462.13,6859.37,1318.29,6249.04,7567.33,1157.31,6313.21,7470.52
Cabbage,..REGION XI (DAVAO REGION),2047.79,2765.77,4813.55,2192.16,2969.03,5161.19,2225.7,2973.03,5198.73,2199.91,2823.41,5023.32,2070.01,2859.16,4929.17
Cabbage,..REGION XII (SOCCSKSARGEN),281.02,913.69,1194.7,262.01,809.82,1071.82,251.28,802.15,1053.44,318.23,622.56,940.8,280.58,566.2,846.78
Cabbage,..REGION XIII (CARAGA),2.84,0.68,3.52,2.59,0.92,3.51,2.9,0.64,3.54,2.66,0.7,3.36,3.03,0.54,3.57
Cabbage,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,47.19,190.69,237.88,46.13,181.5,227.63,44.62,164.03,208.65,38.7,115.26,153.96,28.6,21.7,50.3
Camote [Sweet potato],..CORDILLERA ADMINISTRATIVE REGION (CAR),3217.91,6127.13,9345.04,2785.87,4528.3,7314.17,2572.82,4267.87,6840.69,2682.24,3671.66,6353.9,2392.19,2772.49,5164.68
Camote [Sweet potato],..REGION I (ILOCOS REGION),11953.42,3639.45,15592.86,11866.13,3646.59,15512.72,11523.46,3650.62,15174.08,11291.33,3319.08,14610.4,10894.48,3258.14,14152.62
Camote [Sweet potato],..REGION II (CAGAYAN VALLEY),5250.5,2359.68,7610.18,5752.14,2448.92,8201.06,6018.61,2399.3,8417.91,6519.55,2464.69,8984.24,6413.24,4391.73,10804.97
Camote [Sweet potato],..REGION III (CENTRAL LUZON),43652.23,11735.11,55387.34,37769.13,12355.98,50125.11,41819.42,11473.25,53292.67,33983.85,11816.53,45800.38,35106.04,11556.26,46662.29
Camote [Sweet potato],..REGION IV-A (CALABARZON),13680.36,15657.62,29337.98,14065.63,15677.56,29743.19,14098.5,15223.7,29322.2,13624.5,14665.72,28290.22,13021.19,13832.76,26853.95
Camote [Sweet potato],..MIMAROPA REGION,7317.27,9447.7,16764.97,8259.26,10518.19,18777.45,7623.32,13199.02,20822.34,7584.43,10569.63,18154.06,5997.86,6647.19,12645.05
Camote [Sweet potato],..REGION V (BICOL REGION),70645.35,20850.13,91495.48,71818.93,21517.42,93336.35,71857.63,21139.44,92997.07,58948.53,19151.38,78099.91,46500.08,13576.17,60076.25
Camote [Sweet potato],..REGION VI (WESTERN VISAYAS),26921.58,19094.2,46015.78,27593.81,19970.9,47564.71,28732.34,20262.27,48994.61,26986.95,19800.9,46787.85,14499.2,11445.66,25944.86
Camote [Sweet potato],..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,14266.18,14520.7,28786.88
Camote [Sweet potato],..REGION VII (CENTRAL VISAYAS),10413.91,22277.69,32691.6,11224.84,21254.4,32479.24,10950.1,21038.34,31988.44,10024.37,19993.57,30017.94,4255,11511.98,15766.98
Camote [Sweet potato],..REGION VIII (EASTERN VISAYAS),36260.3,65107.22,101367.51,36403.96,64326.17,100730.13,37809.47,67979.56,105789.03,39727.46,69241.35,108968.81,41668.02,79434.99,121103.01
Camote [Sweet potato],..REGION IX (ZAMBOANGA PENINSULA),3401.48,23488.01,26889.49,3551.96,23710.05,27262.01,3651.04,26066.65,29717.69,3927.56,27656.03,31583.59,3359.19,28446.91,31806.1
Camote [Sweet potato],..REGION X (NORTHERN MINDANAO),14537.19,24272.25,38809.44,15336.19,25153.17,40489.36,15821.94,24985.39,40807.33,16086.62,25405.52,41492.14,15931,24704.5,40635.5
Camote [Sweet potato],..REGION XI (DAVAO REGION),7630.66,11072.57,18703.23,7581.93,10723.49,18305.42,7421.99,10694.19,18116.17,7392.53,10386.17,17778.69,7057.51,10164.62,17222.12
Camote [Sweet potato],..REGION XII (SOCCSKSARGEN),3838.42,2628.97,6467.4,3693.29,2389.44,6082.73,3500.5,1917.79,5418.3,2977.79,1541.71,4519.51,2089.87,1570.21,3660.08
Camote [Sweet potato],..REGION XIII (CARAGA),13666.21,30248.78,43914.99,13777.96,29281.63,43059.59,13303.7,30754.08,44057.78,14138.66,23174.02,37312.68,14319.95,24789.88,39109.83
Camote [Sweet potato],..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,1602.32,4895.85,6498.17,1609.45,4926.7,6536.15,1623.13,4941.21,6564.34,1600.04,2938.54,4538.58,1492.91,2523.11,4016.02
Carrot,..CORDILLERA ADMINISTRATIVE REGION (CAR),18426.23,38344.2,56770.43,20041.91,36781.01,56822.92,19535.68,31446.06,50981.74,19431.77,33192.77,52624.54,13882.46,37857.73,51740.19
Carrot,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrot,..REGION II (CAGAYAN VALLEY),563.96,74.68,638.64,608.4,68.58,676.98,618.66,68,686.66,687.16,80.9,768.06,1108.36,217.85,1326.21
Carrot,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrot,..REGION IV-A (CALABARZON),7.35,18.44,25.79,7.26,19.05,26.31,6.59,17.04,23.63,5.98,17.04,23.02,5.22,15.72,20.94
Carrot,..MIMAROPA REGION,0,2.14,2.14,0,1.87,1.87,0,1.13,1.13,0,0.15,0.15,0,0.05,0.05
Carrot,..REGION V (BICOL REGION),0,5.03,5.03,0,0,0,0,0,0,0,0,0,0,0,0
Carrot,..REGION VI (WESTERN VISAYAS),31.98,121.55,153.53,31.24,116.74,147.97,29.29,104.46,133.75,27.58,102.6,130.18,23.9,41.56,65.46
Carrot,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,1388.15,1042.43,2430.58
Carrot,..REGION VII (CENTRAL VISAYAS),973.53,1462.28,2435.81,1211.05,1446.84,2657.89,1251.76,1380.95,2632.71,1544.07,1581.57,3125.64,285.17,787.84,1073.01
Carrot,..REGION VIII (EASTERN VISAYAS),0,1.4,1.4,0.2,1.33,1.53,0.22,1.26,1.48,0,0.37,0.37,0.19,0,0.19
Carrot,..REGION IX (ZAMBOANGA PENINSULA),113.54,208.52,322.06,112.84,211.42,324.26,112.46,195.54,308,105.73,38.8,144.53,95.89,90.08,185.97
Carrot,..REGION X (NORTHERN MINDANAO),265.04,1026.4,1291.44,271.55,1165.31,1436.86,261.43,1136.94,1398.37,265.13,1163.85,1428.98,758.82,1198.6,1957.42
Carrot,..REGION XI (DAVAO REGION),596.79,776.87,1373.66,621.2,826.41,1447.61,593.66,774.04,1367.7,575.38,801.06,1376.44,579.72,773.9,1353.62
Carrot,..REGION XII (SOCCSKSARGEN),101.58,405.5,507.08,95.73,394.49,490.22,86.5,355.01,441.51,84.71,270.68,355.39,80.01,335.07,415.07
Carrot,..REGION XIII (CARAGA),0,0,0,0.05,0.15,0.2,0,0,0,0,0,0,0.7,0,0.7
Carrot,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0.28,0,0.28,0.26,0,0.26,0.73,1.04,1.77,3.31,73.04,76.35
"Cassava, fresh tubers",..CORDILLERA ADMINISTRATIVE REGION (CAR),10634.4,5148.68,15783.07,9653.04,4017.17,13670.22,9522.82,3995.77,13518.59,10314.19,3624.38,13938.57,9899.6,3497.4,13397
"Cassava, fresh tubers",..REGION I (ILOCOS REGION),9453.89,9514.77,18968.65,8861.32,9966.47,18827.79,7184.88,10098.5,17283.38,7293.5,8880.05,16173.55,7363.17,9016.04,16379.22
"Cassava, fresh tubers",..REGION II (CAGAYAN VALLEY),142662.17,95042.07,237704.24,104484.17,86176.53,190660.7,97197.7,87822.12,185019.83,96994.54,86113.41,183107.95,90835.23,80365.33,171200.56
"Cassava, fresh tubers",..REGION III (CENTRAL LUZON),10587.36,12886.27,23473.63,10731.8,12958.69,23690.49,11201.66,12171.79,23373.45,10948.87,11212.09,22160.97,10464.67,11543.04,22007.71
"Cassava, fresh tubers",..REGION IV-A (CALABARZON),25542.9,16480.09,42022.99,25762.42,17000.94,42763.36,25924.94,16677.61,42602.55,25830.6,16511.82,42342.42,25206.55,16109.83,41316.39
"Cassava, fresh tubers",..MIMAROPA REGION,11410.29,7850.09,19260.38,12601.82,9039.76,21641.58,12590.15,10484.78,23074.93,12558.91,6352.8,18911.71,11545.71,5214.37,16760.08
"Cassava, fresh tubers",..REGION V (BICOL REGION),52588.03,28062.81,80650.84,44579.32,27277.32,71856.64,42844.65,27350.25,70194.9,39322.97,22290.23,61613.21,29502.07,15012.78,44514.85
"Cassava, fresh tubers",..REGION VI (WESTERN VISAYAS),28090.23,23291.57,51381.8,28345.87,24027.72,52373.59,28881.31,23965.63,52846.93,29136.72,23011.59,52148.31,13213.21,10459.85,23673.06
"Cassava, fresh tubers",..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,26663.91,18336.29,45000.2
